source,target,time_chf_variablelabel,gissi_hf_variablelabel,time_chf_categorical,gissi_hf_categorical,time_chf_visits,gissi_hf_visits,,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,Expert 1,Expert 2
atii_at_v3,f4_sartani,ATII-antagonist at Visit3,Sartans at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
atii_at_v6,f5_sartani,ATII-antagonist at Visit6,Sartans at 6 month follow up,1=yes|0=no,2=No | 3=Yes,month 6,Visit5/6months,,21601823,21601823,atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",atc:c09ca,"""angiotensin ii receptor blockers (arbs), plain""",drug_exposure,exact match,follow-up 6 months,follow-up 6 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_bl,altrobb,Betablocker use at Baseline,Other beta blocker at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_bl,ateno,Betablocker use at Baseline,Atenolol at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_bl,bisopro,Betablocker use at Baseline,Bisoprolol at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_bl,meto,Betablocker use at Baseline,Metoprolol at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_bl,carve,Betablocker use at Baseline,Carvedilol at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v1,f3_bisopro,Betablocker use at visit1,Bisoprolol at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v1,f3_carve,Betablocker use at visit1,Carvedilol at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v1,f3_meto,Betablocker use at visit1,Metoprolol at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v1,f3_altrobb,Betablocker use at visit1,Other beta blocker at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v1,f3_ateno,Betablocker use at visit1,Atenolol at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v12,f6_meto,Betablocker use at visit12,Metoprolol at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v12,f6_altrobb,Betablocker use at visit12,Other beta blocker at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v12,f6_carve,Betablocker use at visit12,Carvedilol at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v12,f6_bisopro,Betablocker use at visit12,Bisoprolol at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v12,f6_ateno,Betablocker use at visit12,Atenolol at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v18,f7_meto,Betablocker use at visit18,Metoprolol at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v18,f7_altrobb,Betablocker use at visit18,Other beta blocker at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v18,f7_bisopro,Betablocker use at visit18,Bisoprolol at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v18,f7_ateno,Betablocker use at visit18,Atenolol at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v18,f7_carve,Betablocker use at visit18,Carvedilol at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v3,f4_ateno,Betablocker use at visit3,Atenolol at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v3,f4_carve,Betablocker use at visit3,Carvedilol at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601665,1346823,atc:c07a,beta blocking agents,rxnorm:20352,carvedilol,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v3,f4_bisopro,Betablocker use at visit3,Bisoprolol at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601665,1338005,atc:c07a,beta blocking agents,rxnorm:19484,bisoprolol,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v3,f4_altrobb,Betablocker use at visit3,Other beta blocker at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,beta blocking agents,drug_exposure,exact match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v3,f4_meto,Betablocker use at visit3,Metoprolol at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601665,1307046,atc:c07a,beta blocking agents,rxnorm:6918,metoprolol,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
bb_at_v6,f5_ateno,Betablocker use at visit6,Atenolol at 6 month follow up,1=yes|0=no,2=No | 3=Yes,month 6,Visit5/6months,,21601665,1314002,atc:c07a,beta blocking agents,rxnorm:1202,atenolol,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,binary_class_variable,,int,binary_class_variable,,int,1,1
