source,target,somop_id,tomop_id,scode,slabel,tcode,category,Harmonization Status
weight,pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
weight6,f5_pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
weight18,f7_pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
weight3,f4_pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
weight1,f3_pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
weight12,f6_pesoatt,3025315,3025315,loinc:29463-7,body weight,loinc:29463-7,measurement,exact match
triglyc,trigli,3025839,3025839,loinc:14927-8,triglyceride [moles/volume] in serum or plasma,loinc:14927-8,measurement,exact match
frequentie,f99_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf,fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf,fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
frequentie_12,f6_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
frequentie_12,f6_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf_12,f6_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf_12,f6_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstanding,fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstanding,fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr12,f6_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr12,f6_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr,fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr,fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf_18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hf_18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr6,f5_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr6,f5_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr3,f4_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr3,f4_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand3,f4_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand3,f4_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand1,f3_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand1,f3_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand6,f5_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand6,f5_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
frequentie_18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
frequentie_18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr1,f3_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hr1,f3_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand18,f7_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand18,f7_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand12,f6_fcecg,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
hrstand12,f6_fc,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,measurement,exact match
nbnp,v1_nt_probnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,measurement,exact match
bnp3,v2_nt_probnp,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,measurement,exact match
height,altezza,3036277,3036277,loinc:8302-2,body height,loinc:8302-2,measurement,exact match
uric_acid_bl,urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
uric_acid_v1,f3_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
uric_acid_v6,f5_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
uric_acid_v18,f7_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
uric_acid_v12,f6_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
uric_acid_v3,f4_urice,3037556,3037556,loinc:3084-1,urate [mass/volume] in serum or plasma,loinc:3084-1,measurement,exact match
pathologischeqinv4v6_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinavli_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqiniiiiiavf_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinv4v6,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinv4v6_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinv2v3_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinv2v3_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqiniiiiiavf_12,f6_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinavli_18,f7_ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinv2v3,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqinavli,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
pathologischeqiniiiiiavf,ondeq,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,measurement,exact match
cancer,predesne,4078300,4078300,snomed:275904003,history of neoplasm,snomed:275904003,condition_occurrence,exact match
cancer,preneo,4078300,4078300,snomed:275904003,history of neoplasm,snomed:275904003,condition_occurrence,exact match
patientid,codr1,4086934,4086934,snomed:184107009,patient hospital number,snomed:184107009,person,exact match
ef,valfe,4108582,4108582,snomed:250908004,left ventricular ejection fraction,snomed:250908004,measurement,exact match
lvh,ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,measurement,exact match
lvh_12,f6_ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,measurement,exact match
lvh_18,f7_ipervent,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,measurement,exact match
hf_hosp,npreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,condition_occurrence,exact match
hf_hosp,apreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,condition_occurrence,exact match
hf_hosp,preospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,condition_occurrence,exact match
hf_hosp,mpreospe,4215511,4215511,snomed:416683003,emergency hospital admission for heart failure,snomed:416683003,condition_occurrence,exact match
icd,predefib,4217646,4217646,snomed:72506001,implantable defibrillator,snomed:72506001,condition_occurrence,exact match
edema18,f7_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edemahist18,f7_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edema6,f5_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edemahist12,f6_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edemahist3,f4_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edema12,f6_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edemahistory,edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edema3,f4_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edemahist6,f5_edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
edema,edemperi,4313204,4313204,snomed:423484008,grade of edema,snomed:423484008,measurement,exact match
lvedv,voldia,21490770,21490770,loinc:75988-6,left ventricular end diastolic volume,loinc:75988-6,measurement,exact match
lvesv,volsis,21490771,21490771,loinc:75989-4,left ventricular end systolic volume,loinc:75989-4,measurement,exact match
nitratadj6,f5_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
v6nitrat,f5_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
nitratadj12,f6_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
nitratadjbl,nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
v1nitrat,f3_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
nitratadj3,f4_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
nitratadj1,f3_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
v12nitrat,f6_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
v3nitrat,f4_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
v18nitrat,f7_nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
blnitrat,nitrati,21600316,21600316,atc:c01da,organic nitrates,atc:c01da,drug_exposure,exact match
oak_v18,f7_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
oak_v6,f5_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
oak_v12,f6_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
oak_bl,anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
oak_v3,f4_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
oak_v1,f3_anticoag,21600961,21600961,atc:b01a,antithrombotic agents,atc:b01a,drug_exposure,exact match
diuadj12,f6_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,drug_exposure,exact match
diuadj6,f5_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,drug_exposure,exact match
diuadjbl,altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,drug_exposure,exact match
diuadj3,f4_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,drug_exposure,exact match
diuadj1,f3_altdiu,21601461,21601461,atc:c03,diuretics,atc:c03,drug_exposure,exact match
bb_at_v3,f4_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v3,f4_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v3,f4_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadjbl,altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadjbl,desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadjbl,dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v1bb,f3_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v1bb,f3_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v1bb,f3_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v6bb,f5_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v6bb,f5_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
v6bb,f5_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj1,f3_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj1,f3_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj1,f3_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v12,f6_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v12,f6_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bb_at_v12,f6_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj12,f6_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj12,f6_altrobb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
bbadj12,f6_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv1,f3_dosaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
dosebbv1,f3_desaltbb,21601665,21601665,atc:c07a,beta blocking agents,atc:c07a,drug_exposure,exact match
